PID,mods_recordInfo_recordIdentifier_s,mods_titleInfo_title_s,new_url
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9828,,"QFASA R Package",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9837,,"Relational and reflexive research: peoples, policies, and priorities at play in ethically approving research with indigenous peoples",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9835,,"Development of an automated technique to pursue a climatology of atmospheric gravity waves above Eureka, Nunavut",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9834,,"Befindlichkeit and imagination",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9839,,"Developing a deep learning network suitable for automated classification of heterogeneous land covers in high spatial resolution imagery",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9833,,"Synthesis of organic building blocks featuring the ene-imine motif",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9836,,"Energy modeling and control for a thermostatically controlled load (TCL) using intelligent optimization algorithms",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9832,,"A new computationally efficient formulation of non-linear predictive controller for dynamically rapid industrial applications",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10013,,"Through a royalist lens",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9996,,"“Superstition is the offspring of ignorance,” the suppression of African spirituality in the British Caribbean, 1650-1834",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10017,,"Density functional theory studies of furfural hydrodeoxygenations on various catalysts",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9997,,"“Why bilingual? Why not?”",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10011,,"The educational pathway of sport psychology in Canada",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7166,"Thesis 9718","Analysing neural firing with the Fitz-Hugh Nagumo model",https://unbscholar.lib.unb.ca/handle/1882/14376
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9990,,"Life history trade-offs in host choice for a specialist folivore, spruce budworm (Choristoneura fumiferana)",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9999,,"Determinants of Canadian outward foreign direct investment",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10050,"Thesis 8981","Designing a fish assessment program for high pesticide use agricultural areas in Sri Lanka",https://unbscholar.lib.unb.ca/handle/1882/13288
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10053,"Thesis 8968","Characterizing the winter bat population, microclimate, and mycobiota of hibernating bats in New Brunswick caves",https://unbscholar.lib.unb.ca/handle/1882/13559
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9989,,"Dynamics of coherent structures in turbulent flow over a backwards-facing step",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10052,"Thesis 8982","Deradation behavior of compatibilized poly(butylene adipate-co-terephthalate)/thermoplastic starch blends",https://unbscholar.lib.unb.ca/handle/1882/13172
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10054,"Thesis 8989","Ovarian development and sex ratios of gynogenetic Atlantic cod (Gadus morhua)",https://unbscholar.lib.unb.ca/handle/1882/14276
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10051,,"Using environmental DNA to determine wood turtle (Glyptemys insculpta) presence in New Brunswick, Canada rivers",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7165,"Thesis 9717","Geospatial analysis of total mercury concentrations in stream and lake sediments across Canada",https://unbscholar.lib.unb.ca/handle/1882/14361
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10064,,"Design, fabrication, testing and usage of magnetic resonance and magnetic resonance imaging compatible metallic core holders",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10063,,"A validity study of the Evaluacion Infantil Temprana (EIT)",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10062,,"Contemporary North American poetry as postsecular prayer",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10056,"Thesis 8991","Assessing impacts of green crab (Carcinus maenas) on the abundance of American lobster (Homarus americanus) in nature",https://unbscholar.lib.unb.ca/handle/1882/13864
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10061,,"Quantification of particulate size class ingestion, egestion, and water clearance rates by the orange-footed sea cucumber, Cucumaria frondosa, and implications for Integrated Multi-Trophic Aquaculture (IMTA)",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7729,"Thesis 9817","Economic consequences of climate change impacts",https://unbscholar.lib.unb.ca/handle/1882/14093
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9980,,"Transformative learning through Etuaptmumk",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9987,"Thesis 8998","Plague of fleas",https://unbscholar.lib.unb.ca/handle/1882/13620
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9977,"Thesis 8997","Investigations in high-order accurate finite difference schemes for non-uniform grids",https://unbscholar.lib.unb.ca/handle/1882/13859
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9991,,"The effects of prolonged simulated driving on a simulated occupational lifting in a young and healthy population",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10002,,"Motor unit recruitment patterns in traditional strength loading and peak average power loading protocols",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9998,"Thesis 9006","Mussolini's rhetoric on youth and the Opera Nazionale Balilla, 1926-1937",https://unbscholar.lib.unb.ca/handle/1882/13380
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9995,"Thesis 8977","Determination of the fluid forces on a baffled mixing vessel impeller",https://unbscholar.lib.unb.ca/handle/1882/13497
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10004,,"Effects of manual defoliation treatments and site type on balsam fir, black spruce and white spruce foliage production",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8290,"Thesis 9991","One-pot synthesis of tetrasubstituted isoindolinones",https://unbscholar.lib.unb.ca/handle/1882/14157
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8016,"Thesis 9879","The optimization of self assembling polymeric systems for enhanced oil recovery",https://unbscholar.lib.unb.ca/handle/1882/14228
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7741,"Thesis 9818","A compact power supply for dielectric barrier discharge devices",https://unbscholar.lib.unb.ca/handle/1882/13198
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7974,"Thesis 9878","The basic theory of varieties in algebraic geometry",https://unbscholar.lib.unb.ca/handle/1882/14052
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8013,"Thesis 9913","An SMS-based mobile botnet detection framework using intelligent agents",https://unbscholar.lib.unb.ca/handle/1882/14564
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9944,,"Assessing the impacts of disturbance on a floodplain wetland complex",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9945,,"Can macroeconomic variables explain long term movements of stock market sector indices?",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7002,"Thesis 9369","Pressure distribution around rigid culverts considering the soil-structure interaction effects",https://unbscholar.lib.unb.ca/handle/1882/13714
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7640,"Thesis 9741","Intramolecular [4+2] cycloaddition reactions :",https://unbscholar.lib.unb.ca/handle/1882/13945
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9946,,"A parallel integrated index for spatio-temporal textual search using Tries",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10005,,"Exploring the relationship between physical activity and physical capacity of community-dwelling older adults while implementing a physical activity goal-setting intervention.",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10008,"Thesis 9003","From Bloody Sunday to Good Friday",https://unbscholar.lib.unb.ca/handle/1882/13879
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10007,"Thesis 9061","Sentiment analysis",https://unbscholar.lib.unb.ca/handle/1882/14447
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8252,"Thesis 9973","A meta-learning approach for evaluating the effect of software development policies",https://unbscholar.lib.unb.ca/handle/1882/14481
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7740,"Thesis 9815","The New Brunswick Women’s Institute",https://unbscholar.lib.unb.ca/handle/1882/14299
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8143,"Thesis 9939","The application and transition of just war principles in Canadian defence policy 1947–2005",https://unbscholar.lib.unb.ca/handle/1882/14098
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10065,,"Diachronically like-minded user community detection",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10071,,"Gamma-valerolactone and ionic liquid-based separation processes of cellulose and hemicelluloses, and its associated green/sustainable biorefinery processes",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10074,"Thesis 9025","Preparation and characterization of carbon nanotubes/polypropylene nanocomposites",https://unbscholar.lib.unb.ca/handle/1882/14134
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10073,,"Performance evaluation of optimal geometry of interconnecting devices for ami smart grid networks",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10072,,"The contribution of immigration to economic development in New Brunswick",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6217,,"A construction information management assessment model",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9448,,"Design specifications for a commercially viable electrooculography acquisition device for the disabled",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7854,,"Exploring the relationship between stock prices and exchange rates in North America and China",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7894,,"RNA sequence assembly using base pair bond structure",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9436,,"""Look at me"": disability, representation, and the female body",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7686,,"La construction de savoirs liés à l’écriture",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8014,,"Visualizing the performance of scientific applications executing with parareal combined space-time parallel approach",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7635,,"A summer literacy program for First Nations children",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7663,,"Characterizing concurrency of java programs",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10018,"Thesis 9007","The effects of pre-commercial thinning on the abundance of herbaceous species in naturally regenerated forests in New Brunswick, Canada",https://unbscholar.lib.unb.ca/handle/1882/14384
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10014,"Thesis 8996","Multi-column bitmap indexing",https://unbscholar.lib.unb.ca/handle/1882/13251
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10015,,"Direct load control for an aggregation of air conditioners (ACs) using a setpoint variation control strategy",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10019,"Thesis 8972","Frequency measurement by phase locked loop for sinusoidal voltages",https://unbscholar.lib.unb.ca/handle/1882/13630
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10010,,"Effect of butt joints on flexural properties of nail laminated timber",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10023,"Thesis 8987","Diversity in life history strategy of marine teleosts from the north western Atlantic",https://unbscholar.lib.unb.ca/handle/1882/13428
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7697,"Thesis 9759","Development of usage guidelines for speed display units in school zones",https://unbscholar.lib.unb.ca/handle/1882/14245
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10035,,"Studying volunteer driver programs to inform transportation planning for autonomous vehicles in rural areas",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10016,"Thesis 8994","Integrated forest biorefinery applied to a CTMP process",https://unbscholar.lib.unb.ca/handle/1882/13529
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10024,"Thesis 8960","Spike removal technology for grid-connected power converters",https://unbscholar.lib.unb.ca/handle/1882/13155
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8072,"Thesis 9905","Unsettling good intentions",https://unbscholar.lib.unb.ca/handle/1882/14150
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10039,,"An engineering and economic viability assessment of converting municipal sewage sludge to biocrude via hydrothermal liquefaction (HTL) and catalytic hydrothermal gasification (CHG)",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10038,"Thesis 8974","Feasibility of left side rumble strips on rural arterial freeways in New Brunswick",https://unbscholar.lib.unb.ca/handle/1882/14468
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10037,,"Effect of surface treatments on the bond quality of laminated OSB products",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10043,,"Differences between two methods measuring the decomposition of organic matter in an aquatic system",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9983,,"Using data to inform instruction",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8128,"Thesis 9924","Investigation of muscle synergies as a real-time control strategy for myoelectric control of upper limb protheses",https://unbscholar.lib.unb.ca/handle/1882/13814
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9385,"Thesis 9182","The revitalization of downtown St. Stephen",https://unbscholar.lib.unb.ca/handle/1882/13587
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9979,,"Tweedie generalized linear models with crossed random effects",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7098,"Thesis 9640","Multi-frame event dependent locomotion mode classification with FIRNNs",https://unbscholar.lib.unb.ca/handle/1882/13128
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9978,,"Rapid prototyping for professional educators",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8446,"Thesis 441","Denominationalism in a Loyalist county: a social history of Charlotte, 1783–1940",https://unbscholar.lib.unb.ca/handle/1882/14465
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9976,"Thesis 8975","The aspiring",https://unbscholar.lib.unb.ca/handle/1882/13164
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8033,"Thesis 9418","Corporate mentorship",https://unbscholar.lib.unb.ca/handle/1882/14191
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9964,"Thesis 8966","Three dimensional upper extremity kinematics in a young adult and pediatric population while performing activities of daily living",https://unbscholar.lib.unb.ca/handle/1882/13335
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9992,"Thesis 8969","Trail of poems",https://unbscholar.lib.unb.ca/handle/1882/13876
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9994,"Thesis 8978","Modification of the tensile strength of cotton fibre paper",https://unbscholar.lib.unb.ca/handle/1882/13323
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9993,"Thesis 8967","The evolution of game regulation in New Brunswick and the anti-poaching campaign of 1935",https://unbscholar.lib.unb.ca/handle/1882/14185
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9284,,"Passion and Persistence: An Inaugural History of the New Brunswick College of Craft and Design",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10049,"Thesis 9001","Spruce budworm-inspired management of balsam fir forests",https://unbscholar.lib.unb.ca/handle/1882/13373
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10048,"Thesis 8999","Positive psychology as a scientific movement",https://unbscholar.lib.unb.ca/handle/1882/13570
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10041,,"Improvements to satellite global gravity field modelling",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10042,"Thesis 9028","Aspects of the biology of the porbeagle shark (Lamna nasus) in the upper Bay of Fundy determined through a recreational catch-and-release fishery",https://unbscholar.lib.unb.ca/handle/1882/14083
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10045,"Thesis 8988","Neuromuscular and coordination changes related to a prolonged asymmetrical lifting task",https://unbscholar.lib.unb.ca/handle/1882/13784
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10033,,"Analyzing the barriers to women's leadership in New Brunswick politics",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8260,"Thesis 9949","Empirical model in the characterization of high frequency propagation in the Arctic region",https://unbscholar.lib.unb.ca/handle/1882/14042
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6580,"Thesis #9645","The effect of resistance training on vascular function in older adults",https://unbscholar.lib.unb.ca/handle/1882/13946
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9951,,"Community health worker experiences with people who use drugs",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9952,,"A reading intervention in a N.B. grade 6 post intensive French classroom",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9953,,"The politics of Macbeth",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6554,"Thesis 9423","Characterizing and improving the general performance of Apache Zookeeper",https://unbscholar.lib.unb.ca/handle/1882/13797
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9954,,"Promoting oral language development in the primary classroom",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7118,"Thesis 9256","The meaning of nurses' experiences caring for families where mothers and infants are addicted to substances",https://unbscholar.lib.unb.ca/handle/1882/13520
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9844,,"Portable x-ray fluorescence spectrometry investigation of till in the McDougall lake area, southwestern New Brunswick",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7728,"Thesis 9765","Design of a semi-automated LiDAR point classification framework",https://unbscholar.lib.unb.ca/handle/1882/13608
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9441,"Thesis 9544","Magnetic resonance study of two-phase gas-liquid systems :",https://unbscholar.lib.unb.ca/handle/1882/14327
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8121,"Thesis 9856","Be innovative but don't be wrong :",https://unbscholar.lib.unb.ca/handle/1882/14272
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9379,"Thesis 9130","Evolution and mineralization of the Moose II Lithium-Tantalum Pegmatite Deposit, Northwest Territories, Canada",https://unbscholar.lib.unb.ca/handle/1882/13540
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9090,"Thesis 10078",chronic,https://unbscholar.lib.unb.ca/handle/1882/14419
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7656,"Thesis 9731","The metropolitan problem in Greater Saint John",https://unbscholar.lib.unb.ca/handle/1882/13479
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8021,"Thesis 9853","The reaction time three-item Concealed Information Test :",https://unbscholar.lib.unb.ca/handle/1882/14124
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7153,"Thesis 9659","Mathematical models of malaria control with artificial feeders, odorants and bed nets",https://unbscholar.lib.unb.ca/handle/1882/13785
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7657,"Thesis 9734","Promoting mental health :",https://unbscholar.lib.unb.ca/handle/1882/13655
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7725,"Thesis 9791","Valuing formative assessment in the high school classroom",https://unbscholar.lib.unb.ca/handle/1882/13223
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6574,"Thesis 9541","Development of passive anti-islanding strategies for distributed generation systems",https://unbscholar.lib.unb.ca/handle/1882/13765
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7879,"Thesis 9854","Implications of a Canadian school-based PMH initiative for teacher education in Saudi Arabia",https://unbscholar.lib.unb.ca/handle/1882/14350
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9168,"Thesis 10023","Factors affecting survival dynamics in balsam fir in New Brunswick, Canada",https://unbscholar.lib.unb.ca/handle/1882/13645
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7969,"Thesis 9887","Assessment of dentists' attitudes and practices to provide services in long-term care facilities",https://unbscholar.lib.unb.ca/handle/1882/13698
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6929,"Thesis 9639","Trailing vortex structure with longitudinal core flow",https://unbscholar.lib.unb.ca/handle/1882/14586
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8077,"Thesis 9965","Assessment of single factor structure in SATS-36 categories",https://unbscholar.lib.unb.ca/handle/1882/13411
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7699,"Thesis 9737","An analysis of pedestrian-vehicle collisions in rural New Brunswick",https://unbscholar.lib.unb.ca/handle/1882/14443
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9440,"Thesis 9545","The sine-Gordon equation and its application to black holes",https://unbscholar.lib.unb.ca/handle/1882/13837
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8076,"Thesis 9916","De-correlation of tropospheric error and height component on GNSS using combined zenith-dependent parameter",https://unbscholar.lib.unb.ca/handle/1882/13741
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7125,"Thesis 9676","Swarm intelligence movement control in a MANET based on awareness of traffic condition",https://unbscholar.lib.unb.ca/handle/1882/14559
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7708,"Thesis 9738","Assessing the potential of measuring IRI using smartphone technology in support of spring weight",https://unbscholar.lib.unb.ca/handle/1882/14527
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8085,"Thesis 9914","Effects of variable viscosity and variable permeability on fluid flow through porous media",https://unbscholar.lib.unb.ca/handle/1882/14558
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8005,"Thesis 9877","Investigating the use of a thioketene methodology for heterocyclic ring formation",https://unbscholar.lib.unb.ca/handle/1882/14437
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6575,"Thesis 9608","Control in cogeneration islanding systems for Saudi Aramco Processing Facilities",https://unbscholar.lib.unb.ca/handle/1882/13856
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6578,"Thesis 9542","Teachers' perceptions on integration of creativity in Saudi schools",https://unbscholar.lib.unb.ca/handle/1882/14551
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9975,,"The aromatic amino acid responsive TyrR transcription factor of Enterobacter cloacae UW5",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6423,"Thesis 9590","Assessing the ability of integrated decision making to improve Canadian municipal infrastructure sustainability",https://unbscholar.lib.unb.ca/handle/1882/13866
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9972,,"General proper orthogonal decomposition, modal correction, inter-modal interactions, and sequencing",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10081,"Thesis 8963","Middleware service for network disruption tolerant mobile applications",https://unbscholar.lib.unb.ca/handle/1882/13848
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10082,"Thesis 8965","Socioeconomic analysis of spruce budworm and forest tent caterpillar outbreaks and control in New Brunswick and Saskatchewan",https://unbscholar.lib.unb.ca/handle/1882/13886
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10084,,"Developing an analytics everywhere framework for the Internet of Things in smart city applications",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10077,,"The development and application of a simplified bioactivity profiling strategy to natural product discovery",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10075,"Thesis 9085","Archiving the folk",https://unbscholar.lib.unb.ca/handle/1882/14426
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10078,,"Quality assurance of concrete using electrical resistivity measurements",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10076,,"The dissolution rate constant of magnetite in ammoniated water at 140 °C and a pH25°C of 9.2",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10080,,"Multi-patch Laplace dispersal across biased interfaces",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10087,"Thesis 9114","Region-of-interest image reconstruction in computed tomography",https://unbscholar.lib.unb.ca/handle/1882/14328
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10090,,"The lived experiences of Middle Eastern immigrant women during their cancer survivorship journey",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10092,"Thesis 9086","Using laboratory populations to predict responses in nature",https://unbscholar.lib.unb.ca/handle/1882/13406
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10088,"Thesis 8961","Using behavioural economic and social psychological research to inform collaborative public policy development process design",https://unbscholar.lib.unb.ca/handle/1882/13832
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10086,"Thesis 9045","Examining riverine community response to artificial nutrient enrichment in two Inner Bay of Fundy streams",https://unbscholar.lib.unb.ca/handle/1882/14371
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10085,,"A risk assessment of the potential impact of Mountain Pine Beetle in China",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10089,"Thesis 9047","Deformation and metamorphism of the Key Anacon Zn-Pb-Cu-Ag deposits, Bathurst Mining Camp, New Brunswick, Canada",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10091,"Thesis 9002","Late maritime woodland lithic technology in the Lower Saint John River valley",https://unbscholar.lib.unb.ca/handle/1882/13549
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7142,"Thesis 9662","River of three peoples",https://unbscholar.lib.unb.ca/handle/1882/13647
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10093,"Thesis 8976","Modeling the spatial and temporal resource use by shortnose sturgeon (Acipenser brevirostrum) throughout the species' life history",https://unbscholar.lib.unb.ca/handle/1882/13534
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10012,,"Engineering equal opportunity",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10094,"Thesis 8985","Dual-view digital radiography for luggage inspection",https://unbscholar.lib.unb.ca/handle/1882/14016
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10095,,"Volatile fatty acids and methane production from organic wastes using anaerobic digestion",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10096,,"Making it up as you go",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10097,,"Overwinter movement of Atlantic Puffins (Fratercula arctica) breeding in the Gulf of Maine",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10131,,"Effects of commercial forest harvesting on the distribution of the American Black Duck (Anas rubripes) during the breeding period in New Brunswick, Canada",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9455,,"Toward practice of cooperative wireless networks: energy saving and incentive design",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10110,,"An assessment of a stream-based methane monitoring technique for small streams in southern New Brunswick",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9357,"Thesis 9129","Design and implementation of a distributed rule-based query system supporting conference organization",https://unbscholar.lib.unb.ca/handle/1882/13960
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10137,,"Age validation, size-at-age, size-at-maturity, and age-at-maturity in snow crab (Chionoecetes opilio) from different thermal regimes in Newfoundland",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9359,"Thesis 9145","Simulating dynamic node movements for MANET in NS-2",https://unbscholar.lib.unb.ca/handle/1882/14444
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9356,"Thesis 9095","Movement generator for mobile network simulation",https://unbscholar.lib.unb.ca/handle/1882/13745
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9355,"Thesis 9243","Modeling a campus network and provisioning video and VoIP services",https://unbscholar.lib.unb.ca/handle/1882/13519
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10136,,"Chloride penetration resistance of concrete",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9453,,"Real-time and non-destructive characterization of wood log properties using near-infrared and ground penetrating radar sensors",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9461,,"The role of cognitive inhibition in emotion regulation: is weak cognitive inhibition related to ruminative style and failed attempts at thought suppression?",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10135,,"Reducing bio-oil oxygen content via in-situ deoxygenation and hydrogen production",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10140,,"A storytelling voyage",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:10138,,"Pre-service teachers’ understanding of citizenship",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9457,,"The genetic and evolutionary basis for somatic cell differentiation in the multicellular alga Volvox carteri: investigations into the regulation of regA expression",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9362,,"Influence of the reproductive strategies of fishes on study designs for environmental monitoring programs",
